id,created_at,lignes,colonnes,couleur_depart,joueur_courant,statut,resultat,confiance,coups,coups_sym,coups_can
1,2026-02-04 00:45:10.397953,9,9,1,1,in_progress,,1,3131313,7979797,3131313
2822,2026-02-17 00:47:24.808168,9,9,1,2,finished,jaune,2,64655171983234144524877352,46455939127876966586233758,46455939127876966586233758
3,2026-02-04 01:17:57.046516,9,9,1,1,in_progress,,1,1212,9898,1212
2827,2026-02-17 00:47:25.552700,9,9,1,2,finished,jaune,2,557286639689771476421988466798913875,553824471421339634689122644312197235,553824471421339634689122644312197235
5,2026-02-04 11:37:14.085280,9,9,1,1,in_progress,,1,1234567,9876543,1234567
7,2026-02-04 13:18:12.936337,9,9,1,2,finished,jaune,1,46767676,64343434,46767676
8,2026-02-04 13:18:37.088137,9,9,1,1,in_progress,,1,54,56,54
10,2026-02-04 16:02:26.238409,9,9,1,1,in_progress,,1,2139465,8971645,2139465
11,2026-02-04 16:05:07.977521,9,9,1,1,in_progress,,1,5169748,5941362,5169748
12,2026-02-16 23:32:44.728507,9,9,1,1,finished,rouge,1,57376462836821486,53734648274289624,53734648274289624
13,2026-02-16 23:32:44.832632,9,9,1,1,finished,rouge,1,596951145824745,514159965286365,514159965286365
14,2026-02-16 23:32:44.885392,9,9,1,1,finished,rouge,1,58229771717997143839982641536,52881339393113967271128469574,52881339393113967271128469574
15,2026-02-16 23:32:44.934800,9,9,1,1,finished,rouge,1,5462498982657,5648612128453,5462498982657
16,2026-02-16 23:32:45.104993,9,9,1,1,finished,rouge,1,983521625985134432442584762674969,127589485125976678668526348436141,127589485125976678668526348436141
17,2026-02-16 23:32:45.158735,9,9,1,1,finished,rouge,1,877541454823154,233569656287956,233569656287956
18,2026-02-16 23:32:45.213082,9,9,1,1,finished,rouge,1,6799227988211449259635833788514,4311883122899661851475277322596,4311883122899661851475277322596
19,2026-02-16 23:32:45.270528,9,9,1,1,finished,rouge,1,8745111248339459884871293,2365999862771651226239817,2365999862771651226239817
20,2026-02-16 23:32:45.326085,9,9,1,1,finished,rouge,1,18919165676949843244543223816,92191945434161267866567887294,18919165676949843244543223816
21,2026-02-16 23:32:45.381674,9,9,1,1,finished,rouge,1,559479888183533834356,551631222927577276754,551631222927577276754
22,2026-02-16 23:32:45.432114,9,9,1,1,finished,rouge,1,18153193581955476784347734982,92957917529155634326763376128,18153193581955476784347734982
23,2026-02-16 23:32:45.484764,9,9,1,1,finished,rouge,1,7994628779635,3116482331475,3116482331475
24,2026-02-16 23:32:45.539652,9,9,1,1,finished,rouge,1,8618731839162888639979819754348745775164273892195,2492379271948222471131291356762365335946837218915,2492379271948222471131291356762365335946837218915
25,2026-02-16 23:32:45.716930,9,9,1,1,finished,rouge,1,364759952,746351158,364759952
26,2026-02-16 23:32:45.780627,9,9,1,1,finished,rouge,1,422295691398511791479145719,688815419712599319631965391,422295691398511791479145719
27,2026-02-16 23:32:45.835649,9,9,1,1,finished,rouge,1,96632246144255399411651111442837915,14478864966855711699459999668273195,14478864966855711699459999668273195
28,2026-02-16 23:32:45.894458,9,9,1,1,finished,rouge,1,4262297634482485978164799127564919412,6848813476628625132946311983546191698,4262297634482485978164799127564919412
29,2026-02-16 23:32:45.945240,9,9,1,2,finished,jaune,1,32535969178856389871159967,78575141932254721239951143,32535969178856389871159967
30,2026-02-16 23:32:46.129609,9,9,1,2,finished,jaune,1,275299221298197671822828986986194428155664154647,835811889812913439288282124124916682955446956463,275299221298197671822828986986194428155664154647
31,2026-02-16 23:32:46.299404,9,9,1,2,finished,jaune,1,768641558664447663642158693934484677,342469552446663447468952417176626433,342469552446663447468952417176626433
32,2026-02-16 23:32:46.353468,9,9,1,1,finished,rouge,1,1158668151691514515387789466381233938856278334729,9952442959419596595723321644729877172254832776381,1158668151691514515387789466381233938856278334729
33,2026-02-16 23:32:46.406666,9,9,1,2,finished,jaune,1,88878499489183434434866892,22232611621927676676244218,22232611621927676676244218
34,2026-02-16 23:32:46.454510,9,9,1,2,finished,jaune,1,9781955416,1329155694,1329155694
35,2026-02-16 23:32:46.508527,9,9,1,1,finished,rouge,1,192139591652659722694,918971519458451388416,192139591652659722694
36,2026-02-16 23:32:46.562996,9,9,1,1,finished,rouge,1,266621935168899997766327695,844489175942211113344783415,266621935168899997766327695
37,2026-02-16 23:32:46.615280,9,9,1,1,finished,rouge,1,59326975184,51784135926,51784135926
38,2026-02-16 23:32:46.664260,9,9,1,1,finished,rouge,1,15256836121372891,95854274989738219,15256836121372891
39,2026-02-16 23:32:46.715528,9,9,1,1,finished,rouge,1,23179756475993764152715,87931354635117346958395,23179756475993764152715
40,2026-02-16 23:32:46.774044,9,9,1,1,finished,rouge,1,78354632133371994858447486997,32756478977739116252663624113,32756478977739116252663624113
41,2026-02-16 23:32:46.827438,9,9,1,2,finished,jaune,1,6341418523499599581674776566839543,4769692587611511529436334544271567,4769692587611511529436334544271567
42,2026-02-16 23:32:46.879306,9,9,1,1,finished,rouge,1,786882753453169974959,324228357657941136151,324228357657941136151
43,2026-02-16 23:32:46.931560,9,9,1,1,finished,rouge,1,99838145755141387892169661232,11272965355969723218941449878,11272965355969723218941449878
44,2026-02-16 23:32:46.981535,9,9,1,1,finished,rouge,1,4528674755424,6582436355686,4528674755424
45,2026-02-16 23:32:47.040405,9,9,1,2,finished,jaune,1,26732421722652448777467567912115,84378689388458662333643543198995,26732421722652448777467567912115
46,2026-02-16 23:32:47.094213,9,9,1,2,finished,jaune,1,83549742393331,27561368717779,27561368717779
47,2026-02-16 23:32:47.151833,9,9,1,2,finished,jaune,1,95448875799244138375885382,15662235311866972735225728,15662235311866972735225728
48,2026-02-16 23:32:47.203391,9,9,1,2,finished,jaune,1,672977882161318941,438133228949792169,438133228949792169
49,2026-02-16 23:32:47.273606,9,9,1,1,finished,rouge,1,92336778876137787992722951117,18774332234973323118388159993,18774332234973323118388159993
50,2026-02-16 23:32:47.328625,9,9,1,1,finished,rouge,1,14919231969,96191879141,14919231969
51,2026-02-16 23:32:47.379086,9,9,1,2,finished,jaune,1,9487843877899646614982832335,1623267233211464496128278775,1623267233211464496128278775
52,2026-02-16 23:32:47.430016,9,9,1,1,finished,rouge,1,888519831559587714515,222591279551523396595,222591279551523396595
53,2026-02-16 23:32:47.481897,9,9,1,2,finished,jaune,1,242586895678647645188447,868524215432463465922663,242586895678647645188447
54,2026-02-16 23:32:47.532489,9,9,1,1,finished,rouge,1,365116458198797572134234297,745994652912313538976876813,365116458198797572134234297
55,2026-02-16 23:32:47.581640,9,9,1,1,finished,rouge,1,942159542442956865913862176,168951568668154245197248934,168951568668154245197248934
56,2026-02-16 23:32:47.630274,9,9,1,2,finished,jaune,1,551714232457647546,559396878653463564,551714232457647546
57,2026-02-16 23:32:47.683896,9,9,1,1,finished,rouge,1,43573953348721715466154279256,67537157762389395644956831854,43573953348721715466154279256
58,2026-02-16 23:32:47.735295,9,9,1,1,finished,rouge,1,93871834762821278134672,17239276348289832976438,17239276348289832976438
59,2026-02-16 23:32:47.903822,9,9,1,1,finished,rouge,1,84484126415762931295924,26626984695348179815186,26626984695348179815186
60,2026-02-16 23:32:47.954336,9,9,1,1,finished,rouge,1,8132817983249736498,2978293127861374612,2978293127861374612
61,2026-02-16 23:32:48.001592,9,9,1,1,finished,rouge,1,5588657,5522453,5522453
62,2026-02-16 23:32:48.057359,9,9,1,1,finished,rouge,1,4489277397756925361261968139739721193127268,6621833713354185749849142971371389917983842,4489277397756925361261968139739721193127268
63,2026-02-16 23:32:48.108541,9,9,1,2,finished,jaune,1,96423422761549153973876929,14687688349561957137234181,14687688349561957137234181
64,2026-02-16 23:32:48.164302,9,9,1,2,finished,jaune,1,97898954888489123434,13212156222621987676,13212156222621987676
65,2026-02-16 23:32:48.218607,9,9,1,2,finished,jaune,1,281589465669166547,829521645441944563,281589465669166547
66,2026-02-16 23:32:48.270595,9,9,1,1,finished,rouge,1,5957646773976793217833337147822953998,5153464337134317893277773963288157112,5153464337134317893277773963288157112
67,2026-02-16 23:32:48.319852,9,9,1,1,finished,rouge,1,516545835192267,594565275918843,516545835192267
68,2026-02-16 23:32:48.367923,9,9,1,1,finished,rouge,1,4571675334327831294,6539435776783279816,4571675334327831294
69,2026-02-16 23:32:48.415734,9,9,1,1,finished,rouge,1,453811772,657299338,453811772
70,2026-02-16 23:32:48.476204,9,9,1,2,finished,jaune,1,5491843394275814,5619267716835296,5491843394275814
71,2026-02-16 23:32:48.533790,9,9,1,1,finished,rouge,1,3927684572764222557581434,7183426538346888553529676,3927684572764222557581434
72,2026-02-16 23:32:48.584230,9,9,1,1,finished,rouge,1,577451283291359932743,533659827819751178367,533659827819751178367
73,2026-02-16 23:32:48.636928,9,9,1,1,finished,rouge,1,2891557877423,8219553233687,2891557877423
74,2026-02-16 23:32:48.686151,9,9,1,2,finished,jaune,1,8618565392451271828992,2492545718659839282118,2492545718659839282118
75,2026-02-16 23:32:48.738403,9,9,1,1,finished,rouge,1,517979334433436,593131776677674,517979334433436
76,2026-02-16 23:32:48.787842,9,9,1,2,finished,jaune,1,92728232,18382878,18382878
77,2026-02-16 23:32:48.842773,9,9,1,1,finished,rouge,1,69951689296694729457534122121411297,41159421814416381653576988989699813,41159421814416381653576988989699813
78,2026-02-16 23:32:48.888856,9,9,1,1,finished,rouge,1,77448388956,33662722154,33662722154
79,2026-02-16 23:32:48.939300,9,9,1,1,finished,rouge,1,365451765519328845844738972,745659345591782265266372138,365451765519328845844738972
80,2026-02-16 23:32:49.110642,9,9,1,1,finished,rouge,1,53653245184394337,57457865926716773,53653245184394337
81,2026-02-16 23:32:49.163380,9,9,1,1,finished,rouge,1,1186617217838336526311633121128,9924493893272774584799477989982,1186617217838336526311633121128
82,2026-02-16 23:32:49.215325,9,9,1,2,finished,jaune,1,3137878551599161,7973232559511949,3137878551599161
83,2026-02-16 23:32:49.287050,9,9,1,1,finished,rouge,1,8411745771886,2699365339224,2699365339224
84,2026-02-16 23:32:49.338337,9,9,1,2,finished,jaune,1,381722658867792867744673172457749558319229,729388452243318243366437938653361552791881,381722658867792867744673172457749558319229
85,2026-02-16 23:32:49.389524,9,9,1,2,finished,jaune,1,57124932462398,53986178648712,53986178648712
86,2026-02-16 23:32:49.437329,9,9,1,2,finished,jaune,1,528553172462312736777234,582557938648798374333876,528553172462312736777234
87,2026-02-16 23:32:49.485878,9,9,1,1,finished,rouge,1,32227362565321394,78883748545789716,32227362565321394
88,2026-02-16 23:32:49.532660,9,9,1,1,finished,rouge,1,29252119692,81858991418,29252119692
89,2026-02-16 23:32:49.581915,9,9,1,2,finished,jaune,1,249893353476,861217757634,249893353476
90,2026-02-16 23:32:49.631534,9,9,1,1,finished,rouge,1,52678556422279586,58432554688831524,52678556422279586
91,2026-02-16 23:32:49.687037,9,9,1,1,finished,rouge,1,19818748818348864433329381173998722532552,91292362292762246677781729937112388578558,19818748818348864433329381173998722532552
92,2026-02-16 23:32:49.738269,9,9,1,1,finished,rouge,1,3962665921751441756612218,7148445189359669354498892,3962665921751441756612218
93,2026-02-16 23:32:49.900139,9,9,1,2,finished,jaune,1,9472232761,1638878349,1638878349
94,2026-02-16 23:32:49.950872,9,9,1,1,finished,rouge,1,5656498766395866655471182,5454612344715244455639928,5454612344715244455639928
95,2026-02-16 23:32:50.001221,9,9,1,1,finished,rouge,1,91859337176326816586719,19251773934784294524391,19251773934784294524391
96,2026-02-16 23:32:50.050491,9,9,1,2,finished,jaune,1,778386788353128663,332724322757982447,332724322757982447
97,2026-02-16 23:32:50.100914,9,9,1,1,finished,rouge,1,6686759,4424351,4424351
98,2026-02-16 23:32:50.154252,9,9,1,2,finished,jaune,1,26875412473242442639262548,84235698637868668471848562,26875412473242442639262548
99,2026-02-16 23:32:50.206150,9,9,1,1,finished,rouge,1,54462893258113614185914925878,56648217852997496925196185232,54462893258113614185914925878
100,2026-02-16 23:32:50.259741,9,9,1,1,finished,rouge,1,3683836831948966418525785622827912794,7427274279162144692585325488283198316,3683836831948966418525785622827912794
101,2026-02-16 23:32:50.428276,9,9,1,2,finished,jaune,1,9454269153395424,1656841957715686,1656841957715686
102,2026-02-16 23:32:50.482454,9,9,1,1,finished,rouge,1,241993774975137118324534931942698461672,869117336135973992786576179168412649438,241993774975137118324534931942698461672
103,2026-02-16 23:32:50.543887,9,9,1,2,finished,jaune,1,57645688934453783732484618,53465422176657327378626492,53465422176657327378626492
104,2026-02-16 23:32:50.597656,9,9,1,1,finished,rouge,1,3157395871286677139752348318418413449382117517898,7953715239824433971358762792692697661728993593212,3157395871286677139752348318418413449382117517898
105,2026-02-16 23:32:50.652066,9,9,1,2,finished,jaune,1,758759898824538938559766,352351212286572172551344,352351212286572172551344
106,2026-02-16 23:32:50.705797,9,9,1,2,finished,jaune,1,65488481222355216413,45622629888755894697,45622629888755894697
107,2026-02-16 23:32:50.758850,9,9,1,1,finished,rouge,1,793294722989486825732946859689396962845,317816388121624285378164251421714148265,317816388121624285378164251421714148265
108,2026-02-16 23:32:50.809193,9,9,1,1,finished,rouge,1,431355971243654576694,679755139867456534416,431355971243654576694
109,2026-02-16 23:32:50.861241,9,9,1,2,finished,jaune,1,6456546716644987443356951566489541846982,4654564394466123667754159544621569264128,4654564394466123667754159544621569264128
110,2026-02-16 23:32:50.912127,9,9,1,1,finished,rouge,1,648612288113749,462498822997361,462498822997361
111,2026-02-16 23:32:50.966116,9,9,1,2,finished,jaune,1,725338936659168468689545896237,385772174451942642421565214873,385772174451942642421565214873
112,2026-02-16 23:32:51.024348,9,9,1,1,finished,rouge,1,87281173142552415845753,23829937968558695265357,23829937968558695265357
113,2026-02-16 23:32:51.071911,9,9,1,2,finished,jaune,1,719144355645471482587916,391966755465639628523194,391966755465639628523194
114,2026-02-16 23:32:51.119866,9,9,1,1,finished,rouge,1,92924445644284567,18186665466826543,18186665466826543
115,2026-02-16 23:32:51.171715,9,9,1,2,finished,jaune,1,4472723381529742,6638387729581368,4472723381529742
116,2026-02-16 23:32:51.226280,9,9,1,1,finished,rouge,1,265542129393132261811895219,845568981717978849299215891,265542129393132261811895219
117,2026-02-16 23:32:51.276655,9,9,1,2,finished,jaune,1,714641423597777254545343,396469687513333856565767,396469687513333856565767
118,2026-02-16 23:32:51.327183,9,9,1,1,finished,rouge,1,7458836468577752624,3652274642533358486,3652274642533358486
119,2026-02-16 23:32:51.378843,9,9,1,1,finished,rouge,1,916726919289858764158,194384191821252346952,194384191821252346952
120,2026-02-16 23:32:51.426097,9,9,1,2,finished,jaune,1,2724182666127189,8386928444983921,2724182666127189
121,2026-02-16 23:32:51.473966,9,9,1,2,finished,jaune,1,132287651989792269,978823459121318841,132287651989792269
122,2026-02-16 23:32:51.523664,9,9,1,1,finished,rouge,1,19582885192164716348252,91528225918946394762858,19582885192164716348252
123,2026-02-16 23:32:51.571381,9,9,1,2,finished,jaune,1,153713887627353934,957397223483757176,153713887627353934
124,2026-02-16 23:32:51.619796,9,9,1,1,finished,rouge,1,943186517598585263681286437,167924593512525847429824673,167924593512525847429824673
125,2026-02-16 23:32:51.672081,9,9,1,2,finished,jaune,1,196711945679655311894175942989584641559721,914399165431455799216935168121526469551389,196711945679655311894175942989584641559721
126,2026-02-16 23:32:51.722712,9,9,1,2,finished,jaune,1,7424166615185945416567,3686944495925165694543,3686944495925165694543
127,2026-02-16 23:32:51.777608,9,9,1,2,finished,jaune,1,3415855516834985529613925154,7695255594276125581497185956,3415855516834985529613925154
128,2026-02-16 23:32:51.958210,9,9,1,1,finished,rouge,1,985799417462953,125311693648157,125311693648157
129,2026-02-16 23:32:52.006871,9,9,1,1,finished,rouge,1,443766148172482393325,667344962938628717785,443766148172482393325
130,2026-02-16 23:32:52.059936,9,9,1,2,finished,jaune,1,188769397213838233597629,922341713897272877513481,188769397213838233597629
131,2026-02-16 23:32:52.103319,9,9,1,1,finished,rouge,1,567643519271747,543467591839363,543467591839363
132,2026-02-16 23:32:52.150754,9,9,1,1,finished,rouge,1,155556729696685454442895623965463,955554381414425656668215487145647,155556729696685454442895623965463
133,2026-02-16 23:32:52.196017,9,9,1,2,finished,jaune,1,35989746,75121364,35989746
134,2026-02-16 23:32:52.248313,9,9,1,2,finished,jaune,1,8129765694541759258719192295732696,2981345416569351852391918815378414,2981345416569351852391918815378414
135,2026-02-16 23:32:52.296396,9,9,1,1,finished,rouge,1,5272983563774,5838127547336,5272983563774
136,2026-02-16 23:32:52.347371,9,9,1,1,finished,rouge,1,498666999517253,612444111593857,498666999517253
137,2026-02-16 23:32:52.401819,9,9,1,1,finished,rouge,1,129743428241878457736454476539598,981367682869232653374656634571512,129743428241878457736454476539598
138,2026-02-16 23:32:52.453633,9,9,1,1,finished,rouge,1,814822434722563971954,296288676388547139156,296288676388547139156
139,2026-02-16 23:32:52.504581,9,9,1,1,finished,rouge,1,795799761791632966986732989245222227483,315311349319478144124378121865888883627,315311349319478144124378121865888883627
140,2026-02-16 23:32:52.551217,9,9,1,1,finished,rouge,1,4638186966612,6472924144498,4638186966612
141,2026-02-16 23:32:52.605983,9,9,1,2,finished,jaune,1,8322843117273776999695,2788267993837334111415,2788267993837334111415
142,2026-02-16 23:32:52.659470,9,9,1,2,finished,jaune,1,8456428959663512798469,2654682151447598312641,2654682151447598312641
143,2026-02-16 23:32:52.710023,9,9,1,1,finished,rouge,1,39935619654145932,71175491456965178,39935619654145932
144,2026-02-16 23:32:52.763379,9,9,1,2,finished,jaune,1,78459692625197244841282438,32651418485913866269828672,32651418485913866269828672
145,2026-02-16 23:32:52.817265,9,9,1,2,finished,jaune,1,128796254936472588898469,982314856174638522212641,128796254936472588898469
146,2026-02-16 23:32:52.874816,9,9,1,1,finished,rouge,1,49391943997253131138436,61719167113857979972674,49391943997253131138436
147,2026-02-16 23:32:52.930100,9,9,1,1,finished,rouge,1,38863865293186223,72247245817924887,38863865293186223
148,2026-02-16 23:32:52.982215,9,9,1,1,finished,rouge,1,59615519724,51495591386,51495591386
149,2026-02-16 23:32:53.153295,9,9,1,2,finished,jaune,1,15654174427337153213764883744445,95456936683773957897346227366665,15654174427337153213764883744445
150,2026-02-16 23:32:53.207517,9,9,1,2,finished,jaune,1,567466654365259139575265493578,543644456745851971535845617532,543644456745851971535845617532
151,2026-02-16 23:32:53.255784,9,9,1,1,finished,rouge,1,693818524,417292586,417292586
152,2026-02-16 23:32:53.304465,9,9,1,1,finished,rouge,1,6693725889934,4417385221176,4417385221176
153,2026-02-16 23:32:53.354258,9,9,1,2,finished,jaune,1,582771151449539586,528339959661571524,528339959661571524
154,2026-02-16 23:32:53.404089,9,9,1,1,finished,rouge,1,192372523152537596482183353312757,918738587958573514628927757798353,192372523152537596482183353312757
155,2026-02-16 23:32:53.458047,9,9,1,1,finished,rouge,1,644421259526669964388687376633992,466689851584441146722423734477118,466689851584441146722423734477118
2895,2026-02-17 00:47:33.720151,9,9,1,1,finished,rouge,2,667223594,443887516,443887516
156,2026-02-16 23:32:53.512083,9,9,1,2,finished,jaune,1,5163223313986852461895952738,5947887797124258649215158372,5163223313986852461895952738
157,2026-02-16 23:32:53.563696,9,9,1,2,finished,jaune,1,5666948972467377749396623973862688948798,5444162138643733361714487137248422162312,5444162138643733361714487137248422162312
158,2026-02-16 23:32:53.615039,9,9,1,2,finished,jaune,1,227659369627185229243718476193818187,883451741483925881867392634917292923,227659369627185229243718476193818187
159,2026-02-16 23:32:53.667808,9,9,1,1,finished,rouge,1,92319615744768992253548989382264937,18791495366342118857562121728846173,18791495366342118857562121728846173
160,2026-02-16 23:32:53.717137,9,9,1,1,finished,rouge,1,633894331657947439183231463,477216779453163671927879647,477216779453163671927879647
161,2026-02-16 23:32:53.773484,9,9,1,1,finished,rouge,1,42256947595932946928161659856555433,68854163515178164182949451254555677,42256947595932946928161659856555433
162,2026-02-16 23:32:53.824070,9,9,1,2,finished,jaune,1,2712651994867751745989776673757414,8398459116243359365121334437353696,2712651994867751745989776673757414
163,2026-02-16 23:32:53.999858,9,9,1,2,finished,jaune,1,766454882128461412654113295812176797,344656228982649698456997815298934313,344656228982649698456997815298934313
164,2026-02-16 23:32:54.179700,9,9,1,1,finished,rouge,1,8722455858555174378946288219639914963,2388655252555936732164822891471196147,2388655252555936732164822891471196147
165,2026-02-16 23:32:54.228789,9,9,1,1,finished,rouge,1,25284367664275864476787,85826743446835246634323,25284367664275864476787
166,2026-02-16 23:32:54.277659,9,9,1,2,finished,jaune,1,5983771334718726467697478845,5127339776392384643413632265,5127339776392384643413632265
167,2026-02-16 23:32:54.326527,9,9,1,2,finished,jaune,1,625758823712986782,485352287398124328,485352287398124328
168,2026-02-16 23:32:54.378533,9,9,1,2,finished,jaune,1,8491638336683312,2619472774427798,2619472774427798
169,2026-02-16 23:32:54.432167,9,9,1,1,finished,rouge,1,152224971494444563587518381,958886139616666547523592729,152224971494444563587518381
170,2026-02-16 23:32:54.493490,9,9,1,1,finished,rouge,1,8327896454826662472297498,2783214656284448638813612,2783214656284448638813612
171,2026-02-16 23:32:54.548056,9,9,1,1,finished,rouge,1,8679299969563882343378678156134,2431811141547228767732432954976,2431811141547228767732432954976
172,2026-02-16 23:32:54.600140,9,9,1,1,finished,rouge,1,3345911572826,7765199538284,3345911572826
173,2026-02-16 23:32:54.653790,9,9,1,2,finished,jaune,1,9354962946861467974861594768,1756148164249643136249516342,1756148164249643136249516342
174,2026-02-16 23:32:54.702208,9,9,1,2,finished,jaune,1,5458957218697452589292,5652153892413658521818,5458957218697452589292
175,2026-02-16 23:32:54.753779,9,9,1,1,finished,rouge,1,96783299426864345436772791123,14327811684246765674338319987,14327811684246765674338319987
176,2026-02-16 23:32:54.805150,9,9,1,1,finished,rouge,1,177172737,933938373,177172737
177,2026-02-16 23:32:54.853690,9,9,1,1,finished,rouge,1,29568354215917451994993,81542756895193659116117,29568354215917451994993
178,2026-02-16 23:32:54.900724,9,9,1,1,finished,rouge,1,2777613252284,8333497858826,2777613252284
179,2026-02-16 23:32:54.951519,9,9,1,1,finished,rouge,1,9798338344152,1312772766958,1312772766958
180,2026-02-16 23:32:55.002068,9,9,1,1,finished,rouge,1,3655966969792292984,7455144141318818126,3655966969792292984
181,2026-02-16 23:32:55.052357,9,9,1,2,finished,jaune,1,89448493175152472844336238672685,21662617935958638266774872438425,21662617935958638266774872438425
182,2026-02-16 23:32:55.102172,9,9,1,1,finished,rouge,1,518211736,592899374,518211736
183,2026-02-16 23:32:55.153955,9,9,1,2,finished,jaune,1,1988297653939448888414699861257816658647,9122813457171662222696411249853294452463,1988297653939448888414699861257816658647
184,2026-02-16 23:32:55.203507,9,9,1,1,finished,rouge,1,9537421612747689485868647,1573689498363421625242463,1573689498363421625242463
185,2026-02-16 23:32:55.253622,9,9,1,2,finished,jaune,1,68161484395532479947,42949626715578631163,42949626715578631163
186,2026-02-16 23:32:55.306554,9,9,1,1,finished,rouge,1,27811762714588736943562332561154818137379863374,83299348396522374167548778549956292973731247736,27811762714588736943562332561154818137379863374
187,2026-02-16 23:32:55.493685,9,9,1,1,finished,rouge,1,9197546459432715552427553,1913564651678395558683557,1913564651678395558683557
188,2026-02-16 23:32:55.548131,9,9,1,1,finished,rouge,1,89215491928937478974768,21895619182173632136342,21895619182173632136342
189,2026-02-16 23:32:55.599008,9,9,1,2,finished,jaune,1,5188583167775331673992231898,5922527943335779437118879212,5188583167775331673992231898
190,2026-02-16 23:32:55.649740,9,9,1,1,finished,rouge,1,754417312,356693798,356693798
191,2026-02-16 23:32:55.700356,9,9,1,2,finished,jaune,1,1412386987589535338714998731392428891527,9698724123521575772396112379718682219583,1412386987589535338714998731392428891527
192,2026-02-16 23:32:55.747051,9,9,1,2,finished,jaune,1,455355642474595894,655755468636515216,455355642474595894
193,2026-02-16 23:32:55.802141,9,9,1,1,finished,rouge,1,232899456194291933575354885,878211654916819177535756225,232899456194291933575354885
194,2026-02-16 23:32:55.853020,9,9,1,1,finished,rouge,1,97255568918392112256854179858,13855542192718998854256931252,13855542192718998854256931252
195,2026-02-16 23:32:56.017220,9,9,1,1,finished,rouge,1,4959261217173,6151849893937,4959261217173
196,2026-02-16 23:32:56.069550,9,9,1,2,finished,jaune,1,7433938396441229223523361195,3677172714669881887587749915,3677172714669881887587749915
197,2026-02-16 23:32:56.119684,9,9,1,1,finished,rouge,1,864699346422631,246411764688479,246411764688479
198,2026-02-16 23:32:56.174260,9,9,1,1,finished,rouge,1,3519488945769614821189475761136,7591622165341496289921635349974,3519488945769614821189475761136
199,2026-02-16 23:32:56.229310,9,9,1,2,finished,jaune,1,295236567613512736,815874543497598374,295236567613512736
200,2026-02-16 23:32:56.280845,9,9,1,1,finished,rouge,1,735751685321734,375359425789376,375359425789376
201,2026-02-16 23:32:56.332785,9,9,1,2,finished,jaune,1,788176144579188465873135527876,322934966531922645237975583234,322934966531922645237975583234
202,2026-02-16 23:32:56.381952,9,9,1,1,finished,rouge,1,91423155556,19687955554,19687955554
203,2026-02-16 23:32:56.431619,9,9,1,1,finished,rouge,1,278962452871268474944511288311172,832148658239842636166599822799938,278962452871268474944511288311172
204,2026-02-16 23:32:56.483663,9,9,1,1,finished,rouge,1,6893825611542657767171324,4217285499568453343939786,4217285499568453343939786
205,2026-02-16 23:32:56.533425,9,9,1,1,finished,rouge,1,896875174584938563933463976,214235936526172547177647134,214235936526172547177647134
206,2026-02-16 23:32:56.588187,9,9,1,1,finished,rouge,1,914434631744896376465,196676479366214734645,196676479366214734645
207,2026-02-16 23:32:56.639324,9,9,1,1,finished,rouge,1,415313667,695797443,415313667
208,2026-02-16 23:32:56.689641,9,9,1,1,finished,rouge,1,6182639772918,4928471338192,4928471338192
209,2026-02-16 23:32:56.742995,9,9,1,1,finished,rouge,1,75274889264825927198955833739,35836221846285183912155277371,35836221846285183912155277371
210,2026-02-16 23:32:56.795925,9,9,1,2,finished,jaune,1,1858283634975472633738,9252827476135638477372,1858283634975472633738
211,2026-02-16 23:32:56.971604,9,9,1,1,finished,rouge,1,39348416668973134295438225687527718934285,71762694442137976815672885423583392176825,39348416668973134295438225687527718934285
212,2026-02-16 23:32:57.019880,9,9,1,1,finished,rouge,1,11888498641538557,99222612469572553,11888498641538557
213,2026-02-16 23:32:57.071960,9,9,1,2,finished,jaune,1,2726851724,8384259386,2726851724
214,2026-02-16 23:32:57.121335,9,9,1,2,finished,jaune,1,7496247375,3614863735,3614863735
215,2026-02-16 23:32:57.170906,9,9,1,1,finished,rouge,1,34935789845783318,76175321265327792,34935789845783318
216,2026-02-16 23:32:57.224635,9,9,1,1,finished,rouge,1,676961898348258951138791563269824225922927994,434149212762852159972319547841286885188183116,434149212762852159972319547841286885188183116
217,2026-02-16 23:32:57.277772,9,9,1,2,finished,jaune,1,8563211486734571257345,2547899624376539853765,2547899624376539853765
218,2026-02-16 23:32:57.334603,9,9,1,1,finished,rouge,1,775399948776162672926542664188268,335711162334948438184568446922842,335711162334948438184568446922842
219,2026-02-16 23:32:57.505421,9,9,1,2,finished,jaune,1,498465996345268695,612645114765842415,498465996345268695
220,2026-02-16 23:32:57.559005,9,9,1,1,finished,rouge,1,867876161794575419678161525,243234949316535691432949585,243234949316535691432949585
221,2026-02-16 23:32:57.615042,9,9,1,1,finished,rouge,1,1978371335428262224357686359815192847,9132739775682848886753424751295918263,1978371335428262224357686359815192847
222,2026-02-16 23:32:57.665839,9,9,1,2,finished,jaune,1,2236279137341945,8874831973769165,2236279137341945
223,2026-02-16 23:32:57.719387,9,9,1,1,finished,rouge,1,99459251224656862415584792313,11651859886454248695526318797,11651859886454248695526318797
224,2026-02-16 23:32:57.774229,9,9,1,2,finished,jaune,1,24618141379831,86492969731279,24618141379831
225,2026-02-16 23:32:57.826704,9,9,1,1,finished,rouge,1,52923812114571474139352,58187298996539636971758,52923812114571474139352
